,trialNum,numStrokes,repetition,gameID,target,condition,generalization,outcome,bis
28,37,0.5303790092825401,7,0130-40464c88-2dc5-4cda-b0d7-0612c6ad5469,dining_06,repeated,between,-2.6457433110887805,-3.1761223203713205
29,38,-1.4279434865299159,7,0130-40464c88-2dc5-4cda-b0d7-0612c6ad5469,waiting_04,control,between,0.37796333015554007,1.805906816685456
30,39,-0.9927607096827034,7,0130-40464c88-2dc5-4cda-b0d7-0612c6ad5469,waiting_05,control,between,0.37796333015554007,1.3707240398382434
31,40,1.1831531745533588,7,0130-40464c88-2dc5-4cda-b0d7-0612c6ad5469,dining_00,repeated,between,0.37796333015554007,-0.8051898443978187
32,1,-0.5870478052843635,0,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_01,repeated,between,0.4803832306491839,1.0674310359335475
33,2,0.22971435858953354,0,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,dining_07,control,between,-2.0816606661464636,-2.311375024735997
34,3,-1.4038099691582604,0,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_00,repeated,between,0.4803832306491839,1.8841931998074444
35,4,-0.5870478052843635,0,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_06,repeated,between,0.4803832306491839,1.0674310359335475
36,5,0.22971435858953354,0,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,dining_01,control,between,0.4803832306491839,0.2506688720596504
37,6,0.638095440526482,0,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_07,repeated,between,0.4803832306491839,-0.15771220987729812
38,7,2.271619768274276,0,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,dining_00,control,between,-2.0816606661464636,-4.353280434420739
39,8,1.0464765224634305,0,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,dining_06,control,between,0.4803832306491839,-0.5660932918142465
40,33,0.638095440526482,7,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,dining_01,control,between,0.4803832306491839,-0.15771220987729812
41,34,-1.4038099691582604,7,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_06,repeated,between,0.4803832306491839,1.8841931998074444
42,35,-1.4038099691582604,7,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_00,repeated,between,-2.0816606661464636,-0.6778506969882032
43,36,-0.5870478052843635,7,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_07,repeated,between,0.4803832306491839,1.0674310359335475
44,37,-0.5870478052843635,7,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_01,repeated,between,0.4803832306491839,1.0674310359335475
45,38,-0.17866672334741496,7,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,dining_06,control,between,0.4803832306491839,0.6590499539965988
46,39,0.638095440526482,7,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,dining_07,control,between,0.4803832306491839,-0.15771220987729812
47,40,1.0464765224634305,7,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,dining_00,control,between,0.4803832306491839,-0.5660932918142465
48,1,0.0,0,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_02,repeated,between,0.6741984079209257,0.6741984079209257
49,2,-1.6180792335482623,0,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_05,repeated,between,0.6741984079209257,2.292277641469188
50,3,0.5393597445160874,0,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,dining_05,control,between,-1.4832364974260364,-2.0225962419421237
51,4,-0.2696798722580437,0,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_04,repeated,between,-1.4832364974260364,-1.2135566251679926
52,5,1.3483993612902185,0,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,dining_04,control,between,-1.4832364974260364,-2.831635858716255
53,6,0.5393597445160874,0,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,dining_02,control,between,0.6741984079209257,0.1348386634048383
54,7,2.1574389780643495,0,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,dining_03,control,between,0.6741984079209257,-1.483240570143424
55,8,-0.5393597445160874,0,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_03,repeated,between,0.6741984079209257,1.2135581524370131
56,33,-0.5393597445160874,7,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,dining_03,control,between,-1.4832364974260364,-0.943876752909949
57,34,0.2696798722580437,7,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,dining_05,control,between,0.6741984079209257,0.404518535662882
58,35,-0.5393597445160874,7,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_02,repeated,between,0.6741984079209257,1.2135581524370131
59,36,-1.0787194890321747,7,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_03,repeated,between,0.6741984079209257,1.7529178969531003
60,37,-0.2696798722580437,7,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_04,repeated,between,0.6741984079209257,0.9438782801789694
61,38,0.5393597445160874,7,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,dining_02,control,between,0.6741984079209257,0.1348386634048383
62,39,1.0787194890321747,7,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,dining_04,control,between,-1.4832364974260364,-2.5619559864582113
63,40,-1.6180792335482623,7,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_05,repeated,between,0.6741984079209257,2.292277641469188
64,1,-1.3607484942072199,0,1313-2c096fb4-652d-48d2-9a7f-0d38305eea63,waiting_05,repeated,between,-1.4832364974260364,-0.12248800321881648
65,2,1.4485387196399437,0,1313-2c096fb4-652d-48d2-9a7f-0d38305eea63,dining_03,control,between,0.6741984079209257,-0.7743403117190181
66,3,0.7462169161781529,0,1313-2c096fb4-652d-48d2-9a7f-0d38305eea63,dining_04,control,between,-1.4832364974260364,-2.2294534136041895
67,4,0.7462169161781529,0,1313-2c096fb4-652d-48d2-9a7f-0d38305eea63,dining_02,control,between,0.6741984079209257,-0.07201850825722722
68,5,0.3950560144472574,0,1313-2c096fb4-652d-48d2-9a7f-0d38305eea63,waiting_02,repeated,between,0.6741984079209257,0.27914239347366826
69,6,0.3950560144472574,0,1313-2c096fb4-652d-48d2-9a7f-0d38305eea63,waiting_04,repeated,between,-1.4832364974260364,-1.8782925118732938
70,7,0.043895112716361935,0,1313-2c096fb4-652d-48d2-9a7f-0d38305eea63,dining_05,control,between,0.6741984079209257,0.6303032952045637
71,8,-1.3607484942072199,0,1313-2c096fb4-652d-48d2-9a7f-0d38305eea63,waiting_03,repeated,between,0.6741984079209257,2.0349469021281457
72,33,-0.3072657890145335,7,1313-2c096fb4-652d-48d2-9a7f-0d38305eea63,waiting_05,repeated,between,-1.4832364974260364,-1.1759707084115028
73,34,2.1508605231017346,7,1313-2c096fb4-652d-48d2-9a7f-0d38305eea63,dining_04,control,between,0.6741984079209257,-1.476662115180809
74,35,-0.6584266907454289,7,1313-2c096fb4-652d-48d2-9a7f-0d38305eea63,waiting_02,repeated,between,-1.4832364974260364,-0.8248098066806074
75,36,-0.6584266907454289,7,1313-2c096fb4-652d-48d2-9a7f-0d38305eea63,waiting_04,repeated,between,0.6741984079209257,1.3326250986663546
76,37,-1.3607484942072199,7,1313-2c096fb4-652d-48d2-9a7f-0d38305eea63,waiting_03,repeated,between,0.6741984079209257,2.0349469021281457
77,38,0.3950560144472574,7,1313-2c096fb4-652d-48d2-9a7f-0d38305eea63,dining_02,control,between,0.6741984079209257,0.27914239347366826
78,39,-1.0095875924763245,7,1313-2c096fb4-652d-48d2-9a7f-0d38305eea63,dining_03,control,between,0.6741984079209257,1.6837860003972502
79,40,0.3950560144472574,7,1313-2c096fb4-652d-48d2-9a7f-0d38305eea63,dining_05,control,between,0.6741984079209257,0.27914239347366826
80,1,-0.06495696336853034,0,1412-204a2171-0b53-49dd-ab21-52964b3cfa71,dining_01,repeated,between,0.258197823084901,0.3231547864534314
81,2,-0.06495696336853034,0,1412-204a2171-0b53-49dd-ab21-52964b3cfa71,waiting_00,control,between,0.258197823084901,0.3231547864534314
82,3,-1.104268377265016,0,1412-204a2171-0b53-49dd-ab21-52964b3cfa71,waiting_01,control,between,-3.8729673462735152,-2.7686989690084993
83,4,-0.5846126703167731,0,1412-204a2171-0b53-49dd-ab21-52964b3cfa71,waiting_06,control,between,0.258197823084901,0.8428104934016741
84,5,1.2341823040020765,0,1412-204a2171-0b53-49dd-ab21-52964b3cfa71,dining_00,repeated,between,0.258197823084901,-0.9759844809171755
85,6,-0.5846126703167731,0,1412-204a2171-0b53-49dd-ab21-52964b3cfa71,waiting_07,control,between,0.258197823084901,0.8428104934016741
86,7,2.0136658644244405,0,1412-204a2171-0b53-49dd-ab21-52964b3cfa71,dining_06,repeated,between,0.258197823084901,-1.7554680413395394
87,8,0.9743544505279551,0,1412-204a2171-0b53-49dd-ab21-52964b3cfa71,dining_07,repeated,between,0.258197823084901,-0.7161566274430541
88,33,1.2341823040020765,7,1412-204a2171-0b53-49dd-ab21-52964b3cfa71,dining_01,repeated,between,0.258197823084901,-0.9759844809171755
89,34,0.7145265970538338,7,1412-204a2171-0b53-49dd-ab21-52964b3cfa71,dining_07,repeated,between,0.258197823084901,-0.4563287739689328
90,35,-1.104268377265016,7,1412-204a2171-0b53-49dd-ab21-52964b3cfa71,waiting_01,control,between,0.258197823084901,1.362466200349917
91,36,-0.5846126703167731,7,1412-204a2171-0b53-49dd-ab21-52964b3cfa71,dining_06,repeated,between,0.258197823084901,0.8428104934016741
92,37,-1.6239240842132585,7,1412-204a2171-0b53-49dd-ab21-52964b3cfa71,waiting_00,control,between,0.258197823084901,1.8821219072981594
93,38,0.7145265970538338,7,1412-204a2171-0b53-49dd-ab21-52964b3cfa71,dining_00,repeated,between,0.258197823084901,-0.4563287739689328
94,39,-0.8444405237908945,7,1412-204a2171-0b53-49dd-ab21-52964b3cfa71,waiting_07,control,between,0.258197823084901,1.1026383468757954
95,40,-0.3247848168426517,7,1412-204a2171-0b53-49dd-ab21-52964b3cfa71,waiting_06,control,between,0.258197823084901,0.5829826399275527
96,1,-0.17466667156598029,0,1440-281464c8-84b3-4221-8e1a-ad45e57fbedb,dining_02,control,between,-1.2909917820746473,-1.116325110508667
97,2,1.688444491804476,0,1440-281464c8-84b3-4221-8e1a-ad45e57fbedb,dining_05,control,between,-1.2909917820746473,-2.9794362738791236
98,3,0.7568889101192479,0,1440-281464c8-84b3-4221-8e1a-ad45e57fbedb,waiting_07,repeated,between,0.7745950692447884,0.01770615912554052
99,4,-0.17466667156598029,0,1440-281464c8-84b3-4221-8e1a-ad45e57fbedb,waiting_06,repeated,between,0.7745950692447884,0.9492617408107686
100,5,-0.17466667156598029,0,1440-281464c8-84b3-4221-8e1a-ad45e57fbedb,waiting_01,repeated,between,0.7745950692447884,0.9492617408107686
101,6,2.620000073489704,0,1440-281464c8-84b3-4221-8e1a-ad45e57fbedb,dining_04,control,between,-1.2909917820746473,-3.9109918555643515
102,7,-0.6404444624085944,0,1440-281464c8-84b3-4221-8e1a-ad45e57fbedb,waiting_00,repeated,between,0.7745950692447884,1.4150395316533828
103,8,0.2911111192766338,0,1440-281464c8-84b3-4221-8e1a-ad45e57fbedb,dining_03,control,between,0.7745950692447884,0.4834839499681546
104,33,-0.17466667156598029,7,1440-281464c8-84b3-4221-8e1a-ad45e57fbedb,dining_03,control,between,0.7745950692447884,0.9492617408107686
105,34,-1.5720000440938227,7,1440-281464c8-84b3-4221-8e1a-ad45e57fbedb,waiting_00,repeated,between,0.7745950692447884,2.346595113338611
106,35,-0.17466667156598029,7,1440-281464c8-84b3-4221-8e1a-ad45e57fbedb,waiting_01,repeated,between,-1.2909917820746473,-1.116325110508667
107,36,-0.17466667156598029,7,1440-281464c8-84b3-4221-8e1a-ad45e57fbedb,dining_05,control,between,-1.2909917820746473,-1.116325110508667
108,37,-1.1062222532512085,7,1440-281464c8-84b3-4221-8e1a-ad45e57fbedb,waiting_06,repeated,between,0.7745950692447884,1.880817322495997
109,38,0.2911111192766338,7,1440-281464c8-84b3-4221-8e1a-ad45e57fbedb,dining_04,control,between,-1.2909917820746473,-1.582102901351281
110,39,-0.17466667156598029,7,1440-281464c8-84b3-4221-8e1a-ad45e57fbedb,dining_02,control,between,0.7745950692447884,0.9492617408107686
111,40,-1.1062222532512085,7,1440-281464c8-84b3-4221-8e1a-ad45e57fbedb,waiting_07,repeated,between,0.7745950692447884,1.880817322495997
112,1,0.6945351041827683,0,1492-f60d96c2-2d47-4a57-9c5e-80921dc3ce19,dining_07,control,between,-1.1338911333180035,-1.8284262375007718
113,2,-0.9218375019153106,0,1492-f60d96c2-2d47-4a57-9c5e-80921dc3ce19,waiting_07,repeated,between,0.8819153259140028,1.8037528278293133
114,3,0.4924885284205084,0,1492-f60d96c2-2d47-4a57-9c5e-80921dc3ce19,dining_06,control,between,-1.1338911333180035,-1.626379661738512
115,4,0.6945351041827683,0,1492-f60d96c2-2d47-4a57-9c5e-80921dc3ce19,dining_01,control,between,0.8819153259140028,0.18738022173123448
116,5,-0.31569777462853105,0,1492-f60d96c2-2d47-4a57-9c5e-80921dc3ce19,waiting_06,repeated,between,-1.1338911333180035,-0.8181933586894725
117,6,-0.7197909261530507,0,1492-f60d96c2-2d47-4a57-9c5e-80921dc3ce19,waiting_01,repeated,between,0.8819153259140028,1.6017062520670535
118,7,-0.7197909261530507,0,1492-f60d96c2-2d47-4a57-9c5e-80921dc3ce19,waiting_00,repeated,between,-1.1338911333180035,-0.41410020716495277
119,8,0.6945351041827683,0,1492-f60d96c2-2d47-4a57-9c5e-80921dc3ce19,dining_00,control,between,0.8819153259140028,0.18738022173123448
120,33,-0.31569777462853105,7,1492-f60d96c2-2d47-4a57-9c5e-80921dc3ce19,waiting_01,repeated,between,0.8819153259140028,1.197613100542534
121,34,-1.93207038072661,7,1492-f60d96c2-2d47-4a57-9c5e-80921dc3ce19,waiting_00,repeated,between,-1.1338911333180035,0.7981792474086065
122,35,-0.31569777462853105,7,1492-f60d96c2-2d47-4a57-9c5e-80921dc3ce19,dining_01,control,between,-1.1338911333180035,-0.8181933586894725
123,36,-0.5177443503907909,7,1492-f60d96c2-2d47-4a57-9c5e-80921dc3ce19,waiting_06,repeated,between,0.8819153259140028,1.3996596763047937
124,37,1.3006748314695478,7,1492-f60d96c2-2d47-4a57-9c5e-80921dc3ce19,dining_06,control,between,-1.1338911333180035,-2.4345659647875513
125,38,0.4924885284205084,7,1492-f60d96c2-2d47-4a57-9c5e-80921dc3ce19,dining_00,control,between,0.8819153259140028,0.3894267974934944
126,39,2.3109077102808473,7,1492-f60d96c2-2d47-4a57-9c5e-80921dc3ce19,dining_07,control,between,0.8819153259140028,-1.4289923843668446
127,40,-0.9218375019153106,7,1492-f60d96c2-2d47-4a57-9c5e-80921dc3ce19,waiting_07,repeated,between,0.8819153259140028,1.8037528278293133
128,1,-1.0342325274028596,0,1515-3bd492ba-60cd-45c2-8bb0-36fd2a9b8f71,waiting_07,control,between,0.6741984079209257,1.7084309353237854
129,2,-0.8193270671633044,0,1515-3bd492ba-60cd-45c2-8bb0-36fd2a9b8f71,waiting_01,control,between,-1.4832364974260364,-0.663909430262732
130,3,-0.6044216069237491,0,1515-3bd492ba-60cd-45c2-8bb0-36fd2a9b8f71,dining_07,repeated,between,0.6741984079209257,1.278620014844675
131,4,1.1148220749926927,0,1515-3bd492ba-60cd-45c2-8bb0-36fd2a9b8f71,dining_06,repeated,between,0.6741984079209257,-0.44062366707176703
132,5,0.25520023403447184,0,1515-3bd492ba-60cd-45c2-8bb0-36fd2a9b8f71,dining_00,repeated,between,-1.4832364974260364,-1.7384367314605083
133,6,-1.249137987642415,0,1515-3bd492ba-60cd-45c2-8bb0-36fd2a9b8f71,waiting_00,control,between,0.6741984079209257,1.9233363955633407
134,7,-0.6044216069237491,0,1515-3bd492ba-60cd-45c2-8bb0-36fd2a9b8f71,waiting_06,control,between,0.6741984079209257,1.278620014844675
135,8,1.7595384557113585,0,1515-3bd492ba-60cd-45c2-8bb0-36fd2a9b8f71,dining_01,repeated,between,0.6741984079209257,-1.085340047790433
136,33,-0.3895161466841939,7,1515-3bd492ba-60cd-45c2-8bb0-36fd2a9b8f71,waiting_06,control,between,0.6741984079209257,1.0637145546051197
137,34,-0.17461068644463862,7,1515-3bd492ba-60cd-45c2-8bb0-36fd2a9b8f71,waiting_07,control,between,0.6741984079209257,0.8488090943655643
138,35,0.6850111545135823,7,1515-3bd492ba-60cd-45c2-8bb0-36fd2a9b8f71,dining_01,repeated,between,0.6741984079209257,-0.01081274659265663
139,36,0.6850111545135823,7,1515-3bd492ba-60cd-45c2-8bb0-36fd2a9b8f71,waiting_01,control,between,-1.4832364974260364,-2.1682476519396188
140,37,-0.8193270671633044,7,1515-3bd492ba-60cd-45c2-8bb0-36fd2a9b8f71,dining_07,repeated,between,0.6741984079209257,1.4935254750842302
141,38,-1.4640434478819702,7,1515-3bd492ba-60cd-45c2-8bb0-36fd2a9b8f71,waiting_00,control,between,0.6741984079209257,2.138241855802896
142,39,1.1148220749926927,7,1515-3bd492ba-60cd-45c2-8bb0-36fd2a9b8f71,dining_06,repeated,between,-1.4832364974260364,-2.5980585724187293
143,40,1.5446329954718032,7,1515-3bd492ba-60cd-45c2-8bb0-36fd2a9b8f71,dining_00,repeated,between,-1.4832364974260364,-3.02786949289784
144,1,2.254485946432588,0,1726-06f2e0d2-bc8d-4ea5-a41d-ca0d3d0c9b7f,dining_04,control,between,-1.2909917820746473,-3.5454777285072354
145,2,-0.959830650461399,0,1726-06f2e0d2-bc8d-4ea5-a41d-ca0d3d0c9b7f,waiting_03,repeated,between,0.7745950692447884,1.7344257197061874
146,3,0.46875450371370647,0,1726-06f2e0d2-bc8d-4ea5-a41d-ca0d3d0c9b7f,waiting_02,repeated,between,0.7745950692447884,0.3058405655310819
147,4,1.897339657888812,0,1726-06f2e0d2-bc8d-4ea5-a41d-ca0d3d0c9b7f,dining_02,control,between,-1.2909917820746473,-3.1883314399634592
148,5,0.46875450371370647,0,1726-06f2e0d2-bc8d-4ea5-a41d-ca0d3d0c9b7f,dining_03,control,between,-1.2909917820746473,-1.7597462857883537
149,6,-0.6026843619176226,0,1726-06f2e0d2-bc8d-4ea5-a41d-ca0d3d0c9b7f,waiting_05,repeated,between,0.7745950692447884,1.377279431162411
150,7,0.46875450371370647,0,1726-06f2e0d2-bc8d-4ea5-a41d-ca0d3d0c9b7f,waiting_04,repeated,between,-1.2909917820746473,-1.7597462857883537
151,8,-0.24553807337384626,0,1726-06f2e0d2-bc8d-4ea5-a41d-ca0d3d0c9b7f,dining_05,control,between,-1.2909917820746473,-1.045453708700801
152,33,-0.959830650461399,7,1726-06f2e0d2-bc8d-4ea5-a41d-ca0d3d0c9b7f,waiting_03,repeated,between,0.7745950692447884,1.7344257197061874
153,34,-0.959830650461399,7,1726-06f2e0d2-bc8d-4ea5-a41d-ca0d3d0c9b7f,waiting_05,repeated,between,0.7745950692447884,1.7344257197061874
154,35,-0.959830650461399,7,1726-06f2e0d2-bc8d-4ea5-a41d-ca0d3d0c9b7f,dining_02,control,between,0.7745950692447884,1.7344257197061874
155,36,0.8259007922574829,7,1726-06f2e0d2-bc8d-4ea5-a41d-ca0d3d0c9b7f,dining_04,control,between,0.7745950692447884,-0.05130572301269454
156,37,0.46875450371370647,7,1726-06f2e0d2-bc8d-4ea5-a41d-ca0d3d0c9b7f,dining_05,control,between,0.7745950692447884,0.3058405655310819
157,38,-0.6026843619176226,7,1726-06f2e0d2-bc8d-4ea5-a41d-ca0d3d0c9b7f,waiting_02,repeated,between,0.7745950692447884,1.377279431162411
158,39,-0.6026843619176226,7,1726-06f2e0d2-bc8d-4ea5-a41d-ca0d3d0c9b7f,dining_03,control,between,-1.2909917820746473,-0.6883074201570246
159,40,-0.959830650461399,7,1726-06f2e0d2-bc8d-4ea5-a41d-ca0d3d0c9b7f,waiting_04,repeated,between,0.7745950692447884,1.7344257197061874
160,1,-0.05219955329883203,0,1805-7380a363-46e2-4996-8f66-8207251945a4,waiting_00,repeated,between,0.6741984079209257,0.7263979612197577
161,2,0.7829932994824805,0,1805-7380a363-46e2-4996-8f66-8207251945a4,dining_06,control,between,-1.4832364974260364,-2.266229796908517
162,3,-0.8873924060801446,0,1805-7380a363-46e2-4996-8f66-8207251945a4,waiting_07,repeated,between,0.6741984079209257,1.5615908140010704
163,4,0.3653968730918242,0,1805-7380a363-46e2-4996-8f66-8207251945a4,dining_01,control,between,0.6741984079209257,0.30880153482910144
164,5,-1.3049888324708008,0,1805-7380a363-46e2-4996-8f66-8207251945a4,waiting_01,repeated,between,0.6741984079209257,1.9791872403917266
165,6,-0.05219955329883203,0,1805-7380a363-46e2-4996-8f66-8207251945a4,waiting_06,repeated,between,0.6741984079209257,0.7263979612197577
166,7,2.0357825786544494,0,1805-7380a363-46e2-4996-8f66-8207251945a4,dining_00,control,between,-1.4832364974260364,-3.519019076080486
167,8,0.3653968730918242,0,1805-7380a363-46e2-4996-8f66-8207251945a4,dining_07,control,between,0.6741984079209257,0.30880153482910144
168,33,1.618186152263793,7,1805-7380a363-46e2-4996-8f66-8207251945a4,dining_07,control,between,0.6741984079209257,-0.9439877443428674
169,34,-0.4697959796894883,7,1805-7380a363-46e2-4996-8f66-8207251945a4,waiting_06,repeated,between,0.6741984079209257,1.143994387610414
170,35,-0.05219955329883203,7,1805-7380a363-46e2-4996-8f66-8207251945a4,dining_01,control,between,-1.4832364974260364,-1.4310369441272044
171,36,1.2005897258731368,7,1805-7380a363-46e2-4996-8f66-8207251945a4,dining_00,control,between,-1.4832364974260364,-2.683826223299173
172,37,-0.8873924060801446,7,1805-7380a363-46e2-4996-8f66-8207251945a4,waiting_01,repeated,between,0.6741984079209257,1.5615908140010704
173,38,-1.3049888324708008,7,1805-7380a363-46e2-4996-8f66-8207251945a4,waiting_07,repeated,between,0.6741984079209257,1.9791872403917266
174,39,-1.3049888324708008,7,1805-7380a363-46e2-4996-8f66-8207251945a4,waiting_00,repeated,between,0.6741984079209257,1.9791872403917266
175,40,-0.05219955329883203,7,1805-7380a363-46e2-4996-8f66-8207251945a4,dining_06,control,between,-1.4832364974260364,-1.4310369441272044
176,1,0.8164963142611464,0,2048-56d87216-b5ac-4711-a115-2507fea530bc,waiting_01,repeated,between,0.258197823084901,-0.5582984911762454
177,2,1.143094839965605,0,2048-56d87216-b5ac-4711-a115-2507fea530bc,dining_06,control,between,0.258197823084901,-0.8848970168807039
178,3,0.1632992628522293,0,2048-56d87216-b5ac-4711-a115-2507fea530bc,waiting_06,repeated,between,0.258197823084901,0.09489856023267174
179,4,-0.8164963142611464,0,2048-56d87216-b5ac-4711-a115-2507fea530bc,waiting_00,repeated,between,0.258197823084901,1.0746941373460475
180,5,-1.143094839965605,0,2048-56d87216-b5ac-4711-a115-2507fea530bc,waiting_07,repeated,between,0.258197823084901,1.4012926630505058
181,6,0.48989778855668786,0,2048-56d87216-b5ac-4711-a115-2507fea530bc,dining_01,control,between,0.258197823084901,-0.23169996547178684
182,7,1.143094839965605,0,2048-56d87216-b5ac-4711-a115-2507fea530bc,dining_07,control,between,0.258197823084901,-0.8848970168807039
183,8,-0.8164963142611464,0,2048-56d87216-b5ac-4711-a115-2507fea530bc,dining_00,control,between,0.258197823084901,1.0746941373460475
