,trialNum,drawDuration,repetition,gameID,target,condition,generalization,outcome,bis
0,1,1.6780644735726877,0,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,dining_04,control,between,-4.358878943632439,-6.036943417205126
1,2,2.8868495463430617,0,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,dining_05,control,between,0.22941468124381276,-2.657434865099249
2,3,1.9462829671473743,0,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_06,repeated,between,0.22941468124381276,-1.7168682859035616
3,4,0.40235348110037616,0,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_01,repeated,between,0.22941468124381276,-0.1729387998565634
4,5,0.17892387224929276,0,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,dining_02,control,between,0.22941468124381276,0.05049080899451999
5,6,0.21238683210026113,0,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_07,repeated,between,0.22941468124381276,0.017027849143551627
6,7,0.5032571754202199,0,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_00,repeated,between,-4.358878943632439,-4.862136119052659
7,8,0.5150979150597932,0,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,dining_03,control,between,0.22941468124381276,-0.28568323381598043
8,9,-1.1873945192041033,1,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_01,repeated,between,0.22941468124381276,1.416809200447916
9,10,-0.37089829884046854,1,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_07,repeated,between,0.22941468124381276,0.6003129800842812
10,11,-0.4429723662117859,1,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_06,repeated,between,0.22941468124381276,0.6723870474555986
11,12,1.1462608193257549,1,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_00,repeated,between,0.22941468124381276,-0.9168461380819422
12,13,0.14288683856363407,2,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_07,repeated,between,0.22941468124381276,0.08652784268017868
13,14,-0.9006426940196488,2,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_06,repeated,between,0.22941468124381276,1.1300573752634615
14,15,-0.7961352963312394,2,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_01,repeated,between,0.22941468124381276,1.025549977575052
15,16,0.4631016235990569,2,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_00,repeated,between,0.22941468124381276,-0.23368694235524412
16,17,0.7647830770247127,3,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_06,repeated,between,0.22941468124381276,-0.5353683957808999
17,18,-0.309120526807911,3,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_07,repeated,between,0.22941468124381276,0.5385352080517238
18,19,0.06978314165844135,3,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_00,repeated,between,0.22941468124381276,0.1596315395853714
19,20,-0.37656126127678635,3,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_01,repeated,between,0.22941468124381276,0.605975942520599
20,21,-0.1438649866208199,4,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_06,repeated,between,0.22941468124381276,0.3732796678646326
21,22,0.6175460536804509,4,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_00,repeated,between,0.22941468124381276,-0.38813137243663814
22,23,-0.9135130631930984,4,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_01,repeated,between,0.22941468124381276,1.1429277444369113
23,24,-0.7014093792146512,4,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_07,repeated,between,0.22941468124381276,0.9308240604584639
24,25,-0.6612538273934887,5,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_06,repeated,between,0.22941468124381276,0.8906685086373014
25,26,-0.9840426862636014,5,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_07,repeated,between,0.22941468124381276,1.213457367507414
26,27,-1.3372056163830548,5,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_01,repeated,between,0.22941468124381276,1.5666202976268675
27,28,0.1722312802790991,5,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_00,repeated,between,0.22941468124381276,0.057183400964713665
28,29,-1.5971870736867346,6,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_07,repeated,between,0.22941468124381276,1.8266017549305473
29,30,-0.8785056590413161,6,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_06,repeated,between,0.22941468124381276,1.1079203402851288
30,31,-0.1382020241845021,6,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_00,repeated,between,0.22941468124381276,0.3676167054283148
31,32,-1.3433833935863109,6,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_01,repeated,between,0.22941468124381276,1.5727980748301236
32,33,-0.9222649142310443,7,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,dining_02,control,between,0.22941468124381276,1.151679595474857
33,34,0.3519016339404538,7,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,dining_04,control,between,0.22941468124381276,-0.12248695269664106
34,35,1.2090682208921884,7,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,dining_05,control,between,0.22941468124381276,-0.9796535396483756
35,36,2.3035644154023323,7,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,dining_03,control,between,0.22941468124381276,-2.0741497341585196
36,37,-0.1891686861113621,7,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_01,repeated,between,0.22941468124381276,0.4185833673551749
37,38,-0.5073242120790332,7,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_06,repeated,between,0.22941468124381276,0.736738893322846
38,39,-0.09032425085927005,7,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_00,repeated,between,0.22941468124381276,0.3197389321030828
39,40,-0.7729686318190303,7,0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764,waiting_07,repeated,between,0.22941468124381276,1.002383313062843
40,1,3.5647713916530557,0,0130-40464c88-2dc5-4cda-b0d7-0612c6ad5469,dining_00,repeated,between,0.4999987500031249,-3.064772641649931
41,2,0.17727339130644582,0,0130-40464c88-2dc5-4cda-b0d7-0612c6ad5469,waiting_03,control,between,0.4999987500031249,0.32272535869667907
42,3,0.7820721528728897,0,0130-40464c88-2dc5-4cda-b0d7-0612c6ad5469,waiting_05,control,between,-1.9999950000125002,-2.7820671528853897
