sketch_id
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_dining_02_00
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_dining_02_07
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_dining_03_00
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_dining_03_07
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_dining_04_00
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_dining_04_07
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_dining_05_00
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_dining_05_07
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_00_00
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_00_01
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_00_02
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_00_03
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_00_04
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_00_05
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_00_06
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_00_07
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_01_00
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_01_01
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_01_02
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_01_03
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_01_04
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_01_05
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_01_06
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_01_07
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_06_00
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_06_01
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_06_02
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_06_03
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_06_04
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_06_05
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_06_06
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_06_07
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_07_00
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_07_01
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_07_02
0055-b8f4d6a3-ff78-4051-bd88-0fb01a2f5764_waiting_07_03
